gɹæs	kɹas
lɹɛɹbɹeɹl	lɹɛɹbɹeɹl
bɹɔɹfuɹt	bɹɔɹfʊɹd
gɹæɹlɹuɹp	gɹaɹlɹuɹb
gɹibɹit	gɹɪpɹɪt
nɹutgɹun	nɹutgɹʊn
fɔmɸœp	fɔnpɛp
fɹusdɹeɹt	fɹʊsdɹeɹt
sɔluf	tɔluf
βofpɸil	bofpfɪl
dɹuɹgdɹup	dɹuɹgdɹub
sɹustgɹot	sɹustkɹot
ɸuɹsdɹɛk	pʊɹstɹɛg
ɸøpβik	pepbik
dɹinsfɹuɹl	dɹinsfɹʊɹl
bɹeɹdlɹɔɹs	bɹeɹtlɹɔɹs
sikdɹɔt	tɪkdɹɔt
bɹinsxip	bɹɪnskɪp
iɹnɹiɹ	iɹnɹɪɹ
dɹefsɹɛɹn	tɹefsɹɛɹn
bɹoɹffɹuɹk	pɹoɹffɹʊɹg
gɹɔstdɹæst	gɹɔstdɹast
xislɛɹf	kɪslɛɹf
βɶɹdpɸɛɹf	baɹdpfɛɹf
gɹubdɹuɹp	gɹʊbdɹuɹp
sustzɔɹ	tʊstdɔɹ
gɹæɹdfiɹs	gɹaɹdfɪɹs
dɹedgɹifp	dɹedkɹifp
zigbɹun	dɪgbɹun
lɹuɹsbɹæɹp	lɹʊɹsbɹaɹp
bɹusnɔp	pɹʊsnɔb
tsæɹffuɹ	tsaɹffuɹ
pɸæsit	pfatɪd
dɹægbɹɛɹt	tɹagpɹɛɹt
βutdɹet	bʊttɹet
tsæɹgɢuɹ	tsaɹggʊɹ
fɹɔstsnɛt	fɹɔstsnɛt
ɣeɹggɹɛk	geɹgkɹɛg
lɹufluɹn	lɹʊfluɹn
βufɹɛɹl	bʊfɹɛɹl
dæɹgsɹoɹk	daɹgsɹoɹk
sɹedlo	sɹedlo
feɹdnons	feɹtnons
dɹiɹggɹuɹk	dɹɪɹggɹʊɹg
pɸiɹdɸɔfp	pfɪɹdpɔfp
dɹibsnæɹp	dɹibsnaɹp
pɸeɹsnɔt	pfeɹsnɔt
nigɹep	nigɹep
ɣistdɹɔk	gɪstdɹɔg
gɹunsliɹt	kɹʊnslɪɹd
lɹuldɹæɹk	lɹultɹaɹg
tæstbɹiɹk	tastbɹiɹg
siɹdbɹut	sɪɹtpɹut
lɹuddɹɛɹs	lɹuddɹɛɹs
sniɹlsufp	snɪɹltufp
sɔɹfgɹeɹf	tɔɹfgɹeɹf
fɹinnɹɔns	fɹinnɹɔns
dɹuɸof	tɹupof
gɹidfeɹt	kɹɪdfeɹt
zuknen	dʊknen
sebɣep	tebgep
nɹɔɹsɸɔɹp	nɹɔɹspɔɹb
nɹezuɹk	nɹedʊɹk
pygɹok	pɪgɹog
zedsnuk	dedsnʊg
dɹiɹgɣɛ	tɹiɹkgɛ
zɔɹbsɛɹk	dɔɹptɛɹg
lɹɔtzɛl	lɹɔtdɛl
foɹblɹɛɹk	foɹblɹɛɹg
tsiɹgnɹut	tsiɹgnɹʊd
ɸøɹfbɹuɹ	peɹfpɹʊɹ
zɔɹfgɹip	dɔɹfkɹip
pɸiɹlgɹeɹn	pfɪɹlkɹeɹn
læffuɹl	laffʊɹl
luɹgæɹf	luɹgaɹf
nɹuɹdfɹins	nɹuɹtfɹɪns
pɸoɹllɹeɹt	pfoɹllɹeɹt
zofɣis	dofgɪs
leɹbɹɛp	leɹpɹɛb
dɹilsɹuɹn	dɹilsɹʊɹn
nɹiɹstsɛɹt	nɹiɹstsɛɹd
lɹɔtzek	lɹɔtdek
zeɹbβɔst	deɹbbɔst
ɸiɹmbɹuɹk	piɹnpɹʊɹg
gɹiɹgɸuɹs	kɹiɹgpʊɹs
bɹɛɹbɸøɹs	bɹɛɹbpeɹs
gɹɛɹbnɛt	kɹɛɹbnɛd
nɹimbyɹp	nɹinbɪɹb
ɹubfɹuɹt	ɹʊbfɹuɹd
fɹefpbɹins	fɹefppɹɪns
fiɹfɹuɹt	fɪɹfɹuɹt
gɹukgɹo	kɹukkɹo
dægɢɔf	daggɔf
βɶnsɹɔk	bansɹɔg
sɔɹspɸis	tɔɹspfis
suɹdnɹæl	suɹdnɹal
bɹulɹɛɹp	pɹʊlɹɛɹb
ɸultsɛɹt	pultsɛɹt
lɹægpyɹn	lɹagpɪɹn
ɛɹbnɹuɹp	ɛɹbnɹuɹp
fensbɹet	fenspɹed
fɹosɸɶns	fɹospans
lɹɔŋɢop	lɹɔngob
seɹβøl	seɹpel
ɢogæl	gogal
snipnɹut	snipnɹʊt
noɹbseɹn	noɹbseɹn
bɹɛɹdɹil	bɹɛɹtɹil
læstsip	lastsip
figdɹɔfp	figdɹɔfp
snuɹgpyn	snuɹkpɪn
ɹenssæk	ɹenssak
fɛpdɹin	fɛpdɹɪn
dɹifppɸet	tɹɪfppfed
aɹbsɹist	aɹpsɹɪst
ɸisɸøɹt	pispeɹd
sneɹlɹuɹf	sneɹlɹuɹf
dɹuɹniɹt	tɹuɹniɹd
bɹolgɹit	bɹolkɹɪt
nɹɔɹdfɹɔɹt	nɹɔɹdfɹɔɹd
ubpɸeɹk	ubpfeɹg
ɢubɣis	gubgɪs
snulsuɹs	snulsʊɹs
gɹidsnoɹ	kɹɪdsnoɹ
ɢɔgxɛt	gɔgkɛt
ɸøɹdzuɹl	peɹtduɹl
βuɹsnin	buɹsnɪn
dɹɔɹlul	dɹɔɹlʊl
ɹɛlleɹt	ɹɛlleɹd
ɹoɹgpɸuɹs	ɹoɹgpfʊɹs
pɸɔɹggɹuɹs	pfɔɹggɹʊɹs
bɹutleɹp	pɹʊtleɹb
pɸidbɹuf	pfɪdbɹuf
dæɹbfet	daɹpfed
nunuɹp	nunʊɹb
dɹɛfpbɹust	tɹɛfppɹʊst
sɹiɹɛɹl	sɹɪɹɛɹl
lukɸɶst	lʊkpast
dɹɔɹfɣens	dɹɔɹfgens
sɹɔstfɹɛɹk	sɹɔstfɹɛɹg
dɹoɹfsnul	tɹoɹfsnul
gɹɛstdɹof	gɹɛstdɹof
pɸɛstdɹik	pfɛsttɹig
fuɹdfɹuk	fʊɹdfɹug
sɹelsɔl	sɹeltɔl
xɛkfi	kɛkfi
ɹɛɹfgɹɔk	ɹɛɹfgɹɔg
ɢoɹdsɔɹs	goɹtsɔɹs
bɹoɹdniɹk	bɹoɹdnɪɹk
noɹnsnuk	noɹnsnug
snogɸœn	snogpɛn
sugdɹoɹt	tʊgdɹoɹt
tsofpgɹis	tsofpkɹɪs
ibfɹæk	ibfɹag
ɹufptsiɹ	ɹufptsiɹ
dɹeɹdsɔp	dɹeɹdsɔp
sɛgɹen	tɛkɹen
snoɹgbɹæl	snoɹgbɹal
pɸæɹdsɹoɹl	pfaɹdsɹoɹl
bɹɔɹltsæk	bɹɔɹltsag
dɹufplɹɛɹp	tɹʊfplɹɛɹp
seɹsdɹif	seɹstɹɪf
gɹoɹggɹip	kɹoɹkkɹɪb
sopgɹuɹs	sopkɹuɹs
sɹoɹgdɹæɹp	sɹoɹgtɹaɹp
sɹɛlɢɔɹt	sɹɛlgɔɹt
lultsof	lʊltsof
zulgɹot	dulgɹod
gɹiɹnsɹɔp	gɹiɹnsɹɔb
dɹugpyl	tɹugpɪl
ɹoppɸuɹ	ɹoppfuɹ
ɹobsɹɛɹk	ɹobsɹɛɹk
ansloɹt	ansloɹt
qɔɹgzeɹk	kɔɹgdeɹk
bɹeɹbnɹes	bɹeɹbnɹes
aɹlsɹon	aɹlsɹon
βutfɹit	bʊtfɹit
sɹɔsbɹun	sɹɔsbɹʊn
sɹeɹsufp	sɹeɹsufp
bɹiɹbsnɔk	pɹɪɹpsnɔk
snɛɹsɹeɹf	snɛɹsɹeɹf
ɸuɹdsɹist	pʊɹdsɹɪst
ɣifpseɹk	gifpteɹk
ɸuɹgdɹɛp	puɹkdɹɛp
sotβoɹl	sotboɹl
gɹuɹbtsiɹf	kɹʊɹbtsiɹf
lɹiɹbɣin	lɹiɹpgɪn
lɹoɹdliɹl	lɹoɹdlɪɹl
pɸoɹgbɹɔɹk	pfoɹgbɹɔɹk
lunnifp	lunnɪfp
siɹfxit	siɹfkit
dɹuɹddɹæs	dɹuɹtdɹas
gæɹgzɛst	gaɹkdɛst
fɹofptsɔɹ	fɹofptsɔɹ
snæɱfɹik	snanfɹik
bɹiɹlgɹop	pɹiɹlgɹob
tsompɸens	tsonpfens
lætgæs	latgas
tsɔɹdnæɹt	tsɔɹdnaɹt
ɹegfuɹp	ɹegfʊɹb
pɸustlɹet	pfʊstlɹet
ɹɔfpdɹæɹk	ɹɔfpdɹaɹg
soɹdtsut	toɹdtsʊd
fɹoɹgpɸok	fɹoɹgpfog
zɔplɔs	dɔplɔs
dɹɛɹdɢɔɹ	tɹɛɹdgɔɹ
snɛɹlbɹuk	snɛɹlbɹuk
bɹɔfβœp	pɹɔfbɛb
ɸoɹbgɹiɹ	poɹbkɹɪɹ
βudnɹil	bʊdnɹɪl
sɹætβip	sɹatbib
dɹɔnsdɹuɹp	tɹɔnstɹuɹb
gɹinszɛɹ	gɹinsdɛɹ
sɹiɹsup	sɹiɹsʊb
gɹɛɹgsɹuɹt	kɹɛɹksɹuɹt
βoɹgdɹuɹp	boɹkdɹʊɹp
nɹiɹlsnif	nɹiɹlsnif
tæblɛt	tablɛt
sɹæɹnluns	sɹaɹnlʊns
fɹuɹlgɹifp	fɹuɹlgɹifp
pɸuɹnɹæk	pfuɹnɹag
lɹobɹɔns	lɹobɹɔns
βøzɛɹp	bedɛɹb
gɹindɹeɹp	gɹintɹeɹp
fopnɹef	fopnɹef
dɹufdɹons	tɹufdɹons
gɹiknɹɛst	gɹɪknɹɛst
dɹɔŋqɔn	dɹɔnkɔn
bɹædnɔfp	bɹadnɔfp
bɹæfpsɹiɹl	pɹafpsɹɪɹl
snuɹmpɸoɹt	snuɹnpfoɹt
snɔɹdbɹuk	snɔɹtbɹug
zuɹlbɹun	duɹlpɹʊn
sonsgɹæns	sonskɹans
bɹuɹsnip	bɹuɹsnɪb
lotleɹt	lotleɹt
bɹɔlɸup	pɹɔlpup
pɸiɹggɹuk	pfiɹggɹug
sedtæɹs	sedtaɹs
ɸonzuk	pondʊk
lunssɹuf	lunssɹʊf
lɹifpsnel	lɹifpsnel
sɛnslek	tɛnsleg
lɹæɹdɹɛns	lɹaɹdɹɛns
βɔɹgfist	bɔɹkfist
ɣebzɔɹ	gebdɔɹ
siɹβœn	sɪɹpɛn
bɹubsep	pɹubteb
tsiŋgɹiɹp	tsingɹɪɹp
bɹiɹbɢɔl	pɹiɹbgɔl
dɹiɹbsɔns	tɹiɹbsɔns
fɔɹbɣek	fɔɹpgeg
ɛpdɹɔt	ɛpdɹɔt
lɹusɣiɹp	lɹʊsgiɹb
dɹuɹdgɹik	dɹʊɹtgɹɪg
pɸuɹgsɔ	pfuɹgtɔ
ɣessoɹp	gestoɹb
feɹgfɹif	feɹkfɹif
tsɔfptsæk	tsɔfptsag
gɹukzul	kɹukdul
sɛglɔt	sɛglɔd
ɣeɹɣiɹn	geɹgiɹn
nɹɔfpsɹup	nɹɔfpsɹʊb
pydbɹæp	pɪdpɹab
nuɣeɹk	nʊgeɹk
quntsɛfp	kʊntsɛfp
sinssɔɹt	tɪnssɔɹd
soɹdβœɹk	toɹdbɛɹg
bɹuɹgɹefp	bɹuɹkɹefp
nɹɔɹgfɹeɹs	nɹɔɹkfɹeɹs
tsɔnsɹis	tsɔnsɹɪs
ɛftsiɹ	ɛftsiɹ
bɹusnon	pɹʊsnon
loptæɹs	loptaɹs
siɹdβuk	tiɹtbʊg
zosist	dotist
bɹifpdɹɔɹt	pɹɪfptɹɔɹd
xɛɹŋkæk	kɛɹnkag
lɹufgɹɛɹt	lɹufkɹɛɹd
bɹæɹssneɹ	bɹaɹssneɹ
bɹiɹfnɹuɹk	pɹɪɹfnɹuɹg
fiɹfsnɛɹf	fiɹfsnɛɹf
ɢuɹdsnæɹs	guɹtsnaɹs
lɹensdɹins	lɹenstɹɪns
dælfɹef	dalfɹef
ɹæbɹup	ɹabɹup
ɢoɹdsnɛns	goɹdsnɛns
tsiɹnsɛk	tsɪɹnsɛg
lɹifpdɹæf	lɹɪfptɹaf
dɹukfɛn	dɹukfɛn
fustpɸil	fustpfil
fɹɛβɶs	fɹɛbas
dɹæxep	dɹakep
leɹdpɸuɹn	leɹtpfʊɹn
bɹifpɣɛns	pɹɪfpgɛns
lɹefpsɔf	lɹefpsɔf
gɹædsɹo	kɹadsɹo
βɔfpbɹæs	bɔfpbɹas
gɹuɹnnuɹt	gɹʊɹnnuɹt
sneɹldɹeɹp	sneɹltɹeɹp
snuɹddɹok	snuɹdtɹog
xepɣil	kepgɪl
bɹæsbɹɛk	pɹasbɹɛg
leɹnit	leɹnɪt
foɹbzuɹp	foɹpdʊɹp
fɹeɹdnɹi	fɹeɹdnɹɪ
sɛɹɛk	sɛɹɛg
qoɹgfɹup	koɹkfɹʊb
luɹdnɹef	lʊɹtnɹef
bɹɛtpɸuns	pɹɛtpfʊns
gɹiɹgɣɛɹ	gɹɪɹggɛɹ
nifɣeɹk	nifgeɹg
tsoɹbɸos	tsoɹppos
xexɛs	kekɛs
βuɹglɹus	bʊɹklɹʊs
sensɣep	tensgep
pɸetdɹost	pfettɹost
pɸɛɹfdɹip	pfɛɹftɹɪp
nɹigfɹuɹp	nɹɪgfɹuɹb
pɸiɹlqoɹt	pfɪɹlkoɹt
zɔfpɸɔs	dɔfpfɔs
tsebzin	tsebdin
qobbɹip	kobpɹɪp
foɹdgɹist	foɹtgɹɪst
bɹugqons	bɹugkons
zɛɹdgɹiɹs	dɛɹdgɹiɹs
pɸufsik	pfufsɪk
pɸitsɹins	pfitsɹɪns
bɹiɹggɹɛ	pɹɪɹkkɹɛ
siɹnsnif	tiɹnsnif
niɹdɹit	niɹdɹid
zuptsist	duptsist
tseɹfniɹn	tseɹfniɹn
dɹilbɹuɹp	dɹɪlpɹʊɹp
sɹɛtbɹit	sɹɛtbɹid
suɹdsis	tʊɹdtɪs
gɹegsɹæɹs	kɹegsɹaɹs
tsiɹlzik	tsiɹldik
nɹɛɹgnɔn	nɹɛɹgnɔn
ɸotgɹɔl	potkɹɔl
gɹubsɔt	gɹubsɔd
dɹuɹlpɸofp	tɹʊɹlpfofp
bɹɛɹssuf	pɹɛɹssuf
snikluɹn	snɪkluɹn
gɹuɹnun	gɹʊɹnʊn
bɹufpdɹiɹp	pɹʊfpdɹɪɹp
lɔɹdlɹiɹk	lɔɹtlɹiɹg
nɹufnɹoɹf	nɹʊfnɹoɹf
snænsnɹuɹk	snansnɹʊɹk
gɹɛɹdɹæɹt	kɹɛɹdɹaɹt
siŋgɹɛɹs	tingɹɛɹs
lɹɔssɹop	lɹɔssɹop
zespɸuɹp	despfuɹp
gɹiɹgɸiɹs	gɹɪɹgpiɹs
kæɹbgɹu	kaɹpkɹu
qɔɹnnɹif	kɔɹnnɹif
gɹuɹbɹoɹt	gɹuɹbɹoɹt
idɸis	idpis
ɸœbzup	pɛbdʊp
tsoɹsɹis	tsoɹsɹis
ɣistsiɹf	gistsɪɹf
epnifp	epnifp
lɹuksnɔp	lɹʊksnɔb
dɹæβɔfp	tɹabɔfp
tsiɹgfɛɹk	tsiɹgfɛɹk
tsutsiɹ	tsʊttɪɹ
sugsæn	sugsan
fɹudɹoɹt	fɹʊdɹoɹt
fɹætdɹun	fɹatdɹʊn
fɹunnɹɛɹk	fɹunnɹɛɹg
lɹuplɛt	lɹʊplɛd
fɔpɸɹuɹs	fɔpfɹuɹs
dɹɛgsɹæɹl	tɹɛgsɹaɹl
gɹisiɹl	kɹɪtɪɹl
niɹlgɹæɹs	nɪɹlkɹaɹs
nɹeŋgɹæɹf	nɹengɹaɹf
iɹlfæɹk	ɪɹlfaɹg
seɹsβuɹk	teɹsbuɹk
luɹdsnuɹk	luɹtsnʊɹg
dɹɔbtsufp	dɹɔbtsufp
iɹfnɹeɹt	iɹfnɹeɹt
ɢɔɹsnun	gɔɹsnun
lɹɛɹbnɛɹ	lɹɛɹbnɛɹ
ɣiɹndɹep	giɹntɹep
qɔkgɹek	kɔkkɹeg
ɔɹfbɹeɹt	ɔɹfbɹeɹt
nɹænsnɹɛɹs	nɹansnɹɛɹs
bɹæɹssɛɹ	bɹaɹssɛɹ
sefβœp	tefbɛb
bɹæfβɔɹs	pɹafbɔɹs
gɹæɹgxeɹl	kɹaɹkkeɹl
ziɹbɸœɹ	diɹbpɛɹ
nɹogpɸust	nɹogpfʊst
qokbɹeɹt	kokbɹeɹt
tsisɛ	tsisɛ
nɛɹlfɹiɹp	nɛɹlfɹiɹp
bɹidɢup	bɹidgub
gɹænsgɹufp	gɹansgɹʊfp
dɹepdɹost	dɹepdɹost
qubsifp	kubsifp
dɹɛfdɹist	tɹɛftɹist
leɹfsɹuɹp	leɹfsɹuɹp
snuɹbbyp	snʊɹpbɪb
ɸupxeɹ	pupkeɹ
iɹbɸœɹn	ɪɹppɛɹn
sɹiɹgdɹɔɹt	sɹɪɹgdɹɔɹd
sɹɛstfut	sɹɛstfʊd
pɸiɹfzoɹk	pfɪɹfdoɹk
liɹblip	liɹblɪb
dætlip	datlɪb
quɹbpɸiɹk	kʊɹbpfiɹk
ɸœnsɸøɹk	pɛnspeɹk
dɹɛggɹeɹl	tɹɛggɹeɹl
bɹupniɹp	bɹupniɹb
fɹupnɔs	fɹʊpnɔs
fɔblɹef	fɔblɹef
pɸɛbsɹuɹt	pfɛbsɹuɹt
nesis	netɪs
nɹunsfɹuɹk	nɹʊnsfɹuɹk
ɸɶtsnɛl	patsnɛl
dɹusson	tɹuston
fɔsɸɶɹn	fɔspaɹn
bɹɔsnif	pɹɔsnif
dɹobziɹs	dɹobdɪɹs
xistsɹuk	kɪstsɹʊg
tsɔssnoɹk	tsɔssnoɹk
sundæt	tundad
uɹfoɹk	ʊɹfoɹg
tsiɹŋgæt	tsiɹngad
tsoɹspɸi	tsoɹspfɪ
zufgɹul	dufgɹul
bɹogxeɹl	bɹogkeɹl
bɹædɣiɹs	bɹadgɪɹs
eɹlɢot	eɹlgot
bɹæknæt	bɹaknat
bɹoɹgsos	pɹoɹgsos
tsoɹbfɛk	tsoɹbfɛk
lɹɔnssɹæt	lɹɔnssɹat
lɹulɹut	lɹulɹʊt
snuɹbfɹæɹs	snuɹbfɹaɹs
gɹiɹgdɹuɹn	gɹiɹgtɹʊɹn
zedɣit	dedgit
bɹæfɹefp	pɹafɹefp
bɹusdɹu	bɹʊstɹʊ
fɔpgæɹk	fɔpgaɹg
nɹæɹdsɛɹk	nɹaɹttɛɹg
sofbɹifp	sofpɹɪfp
segnɹun	tegnɹʊn
gɹiɹbβost	gɹiɹbbost
bɹæɹdɹɔɹt	bɹaɹdɹɔɹd
næksel	naksel
sukbɹek	sukbɹek
fuldɹuɹt	fultɹʊɹd
βigpɸik	bigpfig
supɸœɹp	suppɛɹp
zɔgɸɔɹp	dɔgpɔɹb
fɔdsnuns	fɔdsnuns
dɹiɹdsek	dɹiɹtsek
dɹɔdsɛɹn	dɹɔdsɛɹn
sɹɔɹbɸit	sɹɔɹppit
xistnɛns	kistnɛns
susloɹs	sʊsloɹs
ɸɶɹbfɹufp	paɹpfɹʊfp
gɹæɹbβuɹf	kɹaɹbbʊɹf
nɹɔnufp	nɹɔnufp
ɹusɣep	ɹʊsgep
lɔfpgɹæs	lɔfpkɹas
sɹugxip	sɹugkib
qɔldɹu	kɔltɹʊ
dɹuɹgfɹut	tɹʊɹkfɹut
ɸiɹntsæɹt	piɹntsaɹt
nɹæɹzɛp	nɹaɹtɛp
bɹiɹdgɹeɹ	bɹiɹtgɹeɹ
snɛɹbzuk	snɛɹbdʊk
βunnɹis	bunnɹis
sɹɛksnæp	sɹɛksnab
nɛtɸɶɹf	nɛtpaɹf
ɹɔɹsɸiɹs	ɹɔɹspiɹs
sæɹndɹuɹt	saɹntɹʊɹd
pɸosgɹuɹf	pfoskɹʊɹf
ɹondæɹs	ɹondaɹs
ɸuŋgɹɔns	pʊnkɹɔns
gɹeliɹs	gɹeliɹs
lɹɔɹo	lɹɔɹo
ɢugsnoɹp	gʊgsnoɹp
ɣinɹus	gɪnɹus
sɛβoɹt	tɛboɹd
βupbɹuɹl	buppɹuɹl
qɔɹdgɹufp	kɔɹdgɹufp
tæɹgsɹifp	taɹksɹɪfp
ɛɹnnæst	ɛɹnnast
tsugnun	tsʊgnun
βonust	bonust
ɣiɹbpɸut	gɪɹppfut
bɹennɹɛp	bɹennɹɛp
tsɔdnɛ	tsɔdnɛ
susɢup	sʊsgup
sɹæɹbgɹiɹs	sɹaɹpkɹiɹs
fɹætlɛl	fɹatlɛl
ɣelɸɶl	gelpal
lɛɹlpɸæk	lɛɹlpfak
akqot	akkot
βiɹdqɔst	biɹdkɔst
lissoɹk	listoɹg
sɹendɹeɹn	sɹentɹeɹn
gɹuɹbsist	gɹʊɹptɪst
dɹæɹlbɹæɹl	tɹaɹlbɹaɹl
nɔstsɹip	nɔstsɹɪb
sneɹɢɔp	sneɹkɔp
sigpɸuk	sɪgpfʊg
suɹfɢun	sʊɹfgʊn
xinsgɹɔɹ	kɪnskɹɔɹ
fuɹŋgɹuɹt	fʊɹnkɹʊɹd
nɹɛnzop	nɹɛndob
ɹiɹbsip	ɹɪɹbsɪb
liɹbnɔt	lɪɹpnɔt
aɹbsuk	aɹbsug
pɸufsɹi	pfufsɹɪ
ɹeɹdlɛp	ɹeɹdlɛp
fɹulɣiɹt	fɹulgiɹd
ɸœksup	pɛksʊb
sossuns	sostʊns
sɹuɹffɛɹp	sɹuɹffɛɹp
ɹunszɔɹn	ɹʊnsdɔɹn
ziɹdsnit	diɹtsnit
tsodbɹiɹp	tsodpɹɪɹb
snɛbnɹit	snɛbnɹɪd
dɹiɹgɹoɹp	tɹɪɹkɹoɹp
fɹuɹsnɛɹs	fɹuɹsnɛɹs
ɸøgnɹost	pegnɹost
lɹigdɹik	lɹigdɹik
niɹbsɛp	nɪɹpsɛp
βufpɸɹiɹk	bufpfɹɪɹg
gɹæsɹiɹs	gɹasɹɪɹs
ɛpbɹiɹp	ɛppɹiɹb
qostnuɹf	kostnʊɹf
dɹuneɹk	tɹʊneɹk
gɹeɹlfuɹt	gɹeɹlfuɹd
ɢuɹsɣil	guɹsgɪl
ɣɛgsɛɹp	gɛgtɛɹb
byɹfnɹifp	bɪɹfnɹɪfp
suɹgβɔl	suɹkbɔl
soɹdɸɔns	toɹtpɔns
zikɣip	dikgib
tsuɹgβuf	tsʊɹgbuf
niɹglɹɔf	nɪɹklɹɔf
dɹuldɹofp	tɹultɹofp
ɢudɣiɹn	gudgɪɹn
ɸøɹgnɛɹs	peɹknɛɹs
ɢɔɹdsɹifp	gɔɹtsɹɪfp
nekfɹa	nekfɹa
fɹifɸuk	fɹifpuk
pɸifsuɹf	pfɪfsuɹf
gɹeɹfnuɹt	gɹeɹfnuɹd
gæquf	gakuf
ɣeɹsɛ	geɹsɛ
snifpɸɹin	snɪfpfɹɪn
foɹdsnoɹt	foɹtsnoɹt
gɹæɹggɹɛn	kɹaɹgkɹɛn
nokfɹep	nokfɹep
bɹuɹgsuf	pɹuɹktʊf
tsuqut	tsʊkud
tsæɹsfiɹs	tsaɹsfiɹs
sɹinæɹt	sɹinaɹd
aɹgɹest	aɹgɹest
ɢufluɹs	guflʊɹs
tsɔɹdgɹiɹp	tsɔɹtgɹɪɹp
ɸoɹbtsɔɹf	poɹptsɔɹf
noɹbnɹuk	noɹpnɹʊg
ɸuɹbdɹuɹt	puɹbdɹuɹt
bɹiɹddɹɔl	bɹɪɹddɹɔl
xɛnsist	kɛnsist
zuɹbsɹil	dʊɹbsɹɪl
bɹestbɹiɹk	pɹestpɹɪɹk
nɹɛsbɹuɹf	nɹɛsbɹʊɹf
zɛɹlsɹeɹ	dɛɹlsɹeɹ
tsɛsdɹuɹf	tsɛstɹʊɹf
dɹoɹggɹɛɹt	dɹoɹgkɹɛɹd
qɔɹndɹit	kɔɹntɹɪt
gɹuɹggɹeɹf	gɹʊɹgkɹeɹf
ɹeɹgnɹæfp	ɹeɹknɹafp
sɹutbɹot	sɹʊtbɹod
tsɔɹbsɹeɹn	tsɔɹbsɹeɹn
ɸiɹfsest	piɹfsest
lɛɹbfæt	lɛɹbfad
ɹilɸøl	ɹilpel
nistfɹut	nɪstfɹut
fiɹggɹof	fiɹgkɹof
ɹɔɹgfɹɔɹt	ɹɔɹkfɹɔɹt
fipsɛ	fiptɛ
lɛtβot	lɛtbod
fɹiɹgɹun	fɹiɹkɹʊn
bɹɛɹgɹeɹk	pɹɛɹgɹeɹk
nɹiɹgxɛ	nɹiɹgkɛ
fæɹnlɹuns	faɹnlɹʊns
lɹekbɹɛɹp	lɹekbɹɛɹb
ubzit	ubdid
pɸɔɹsdɹik	pfɔɹstɹig
βøɹddɹɔɹ	beɹtdɹɔɹ
sɔɹgpɸeɹp	sɔɹkpfeɹb
bɹiffiɹn	pɹɪffɪɹn
pɸɔɹddɹus	pfɔɹttɹus
sinnɹiɹt	sinnɹɪɹt
dɹɔɹgβuk	dɹɔɹgbug
bɹuɹgfɹot	pɹuɹgfɹot
dɹɔsɛp	dɹɔsɛp
nɹɔllik	nɹɔllɪg
dɹuzɛɹt	tɹʊdɛɹd
pɸuɹsfɹuɹl	pfʊɹsfɹʊɹl
lɹosneɹn	lɹosneɹn
gɹostpɸif	kɹostpfif
dɹuslɹɔɹk	dɹʊslɹɔɹg
ɣeplɹæɹl	geplɹaɹl
lɛɹmbɹɛɹs	lɛɹnbɹɛɹs
ɹɔstlus	ɹɔstlus
iɹbbɹɛɹn	iɹpbɹɛɹn
uɹggɹuf	ʊɹkkɹuf
βisqoɹl	biskoɹl
gɹoɹssɹefp	kɹoɹssɹefp
fɹɔtsnuɹ	fɹɔtsnʊɹ
ɸuɹbsɛɹf	pʊɹbtɛɹf
feɹddɹɔɹp	feɹdtɹɔɹb
lɹæppɸun	lɹappfʊn
nɹennæf	nɹennaf
pɸiɹgsoɹk	pfiɹgsoɹk
sɹɔxeɹs	sɹɔkeɹs
dɹæɹfsnɔk	tɹaɹfsnɔg
ɸɶɹddɹuf	paɹddɹuf
ɣɛgɹæɹt	gɛkɹaɹt
sneɹgpɸuɹt	sneɹgpfʊɹt
gɹoɹgnɹa	kɹoɹknɹa
βugpɸuɹs	bugpfʊɹs
siɹgsɔk	siɹgtɔk
bɹɛslɹɛɹl	bɹɛslɹɛɹl
fuɹbpyɹn	fʊɹppɪɹn
bɹiɹzɛɹl	bɹɪɹtɛɹl
sneɹblɹæɹp	sneɹplɹaɹb
ɢɔɸøp	gɔpep
tsuplæn	tsuplan
lɔsɣɛp	lɔsgɛp
seɹdbɹiɹt	seɹtpɹiɹd
siɹslin	tɪɹslin
sɹæɹfɢok	sɹaɹfgog
loɹndɹɔp	loɹndɹɔb
zuɹgluɹk	dʊɹglʊɹk
gɹɔszis	kɹɔsdɪs
pɸuɹlæɹk	pfʊɹlaɹk
næɹgɣɛt	naɹggɛd
fɹifpβust	fɹifpbust
lɛɹgfɹit	lɛɹkfɹɪt
gɹɔɹsgæɹs	kɹɔɹsgaɹs
lɹosbɹæst	lɹosbɹast
dɹunssɹens	dɹʊnssɹens
ɸøɹgkæɹk	peɹgkaɹk
dɹɛɹdlof	tɹɛɹdlof
ubɢuɹf	ubgʊɹf
βukbɹuɹk	bʊkpɹuɹk
dɹɛɹbɢɔk	dɹɛɹbgɔk
sɛkfɹɔp	tɛkfɹɔb
bɹifsɹɛɹ	bɹifsɹɛɹ
isbɹɔt	ɪspɹɔt
sæɹgfop	saɹgfob
bɹuknɹɛt	bɹʊknɹɛt
bɹeɹgdɹɔɹn	pɹeɹgtɹɔɹn
fɔlsɛk	fɔlsɛg
